0.022672628	0.017726911	0.015219681	0.016772931	0.013439037	0.037648132	0.019613462	0.065503654	0.030123636	0.068949975	0.044164681	0.073732708	0.049897031
0.006457115	0.018381604	0.034153338	0.023482747	0.023064775	0.021383926	0.035364293	0.03468418	0.044558646	0.05426269	0.135758984	0.075139038	0.085822116
0.009008889	0.003721389	0.018055183	0.030444082	0.034709707	0.041319814	0.031664432	0.049154492	0.056305669	0.099250429	0.114154843	0.16270427	0.120444685
0.032002296	0.012316734	0.006456949	0.021035783	0.054575036	0.12509981	0.073959885	0.066590201	0.05512452	0.067243565	0.076978582	0.147011485	0.080604226
0.01899969	0.016713138	0.014600968	0.009779267	0.023140354	0.04294559	0.072741444	0.082471803	0.072746598	0.139907651	0.084577641	0.531619026	0.085492617
0.022714425	0.043529278	0.022236432	0.014624821	0.011259428	0.019543205	0.041428077	0.061474324	0.176714398	0.105755326	0.093101711	0.119353993	0.133245584
0.029707186	0.011595668	0.00747609	0.014125256	0.016467261	0.019752803	0.036749009	0.076182135	0.136143042	0.136024711	0.228660247	0.085986231	0.094121879
0.019736453	0.028731891	0.018646377	0.00747498	0.020672629	0.027425749	0.024574397	0.055743613	0.108112546	0.126576551	0.18390627	0.23974257	0.221153837
0.004094658	0.006547	0.013326116	0.012942929	0.006185235	0.020034502	0.032181647	0.050374471	0.147235276	0.271203282	0.425007148	0.569234787	0.271902248
0.013518664	0.005300747	0.006349361	0.01618664	0.012235021	0.008665367	0.027525873	0.057738049	0.058957353	0.130323678	0.520468666	0.764017429	0.701871444
0.01506431	0.014694709	0.00807952	0.012426514	0.026234678	0.025416595	0.020469209	0.04769318	0.066652177	0.093165807	0.1304846	0.141665565	0.474680156
0.013686629	0.008629507	0.010175708	0.007218687	0.013149062	0.025154832	0.031366099	0.028581702	0.060720046	0.069360629	0.108341903	0.33545027	0.354774427
0.005117555	0.009687171	0.008919914	0.011693946	0.011242	0.020295893	0.037344372	0.056520144	0.054909569	0.069618013	0.142718746	0.360446729	0.224835701
0.01566592	0.005146707	0.007874124	0.015172632	0.01729028	0.017499957	0.032061488	0.081799178	0.062736985	0.060405192	0.139409025	0.176914939	0.114303569
0.015238581	0.006015468	0.00471816	0.007898152	0.017689032	0.029625503	0.028302122	0.047713708	0.083673961	0.075500665	0.254707922	0.373196275	0.284245407
0.012805522	0.006539548	0.005336084	0.007935876	0.012753188	0.025361725	0.038384448	0.039867742	0.088984053	0.138281366	0.122345669	0.193555832	0.105613199
0.009009944	0.009588668	0.006163316	0.006606699	0.011958045	0.023056291	0.039401657	0.052184487	0.065052112	0.127131585	0.135313386	0.11862274	0.095405866
0.010565228	0.011042949	0.010143604	0.007128073	0.012325718	0.016983189	0.025556706	0.05706461	0.069687923	0.065489013	0.077819213	0.21527045	0.084914513
0.010083542	0.012814354	0.027830916	0.017249542	0.019935767	0.028947722	0.04274243	0.055806516	0.10167265	0.121577557	0.092800265	0.298592946	0.157397112
0.023550999	0.003308458	0.009631509	0.033794516	0.028595347	0.03903238	0.043226941	0.052734446	0.068376801	0.097489278	0.148560187	0.131363702	0.114361576
0.005544528	0.012342523	0.004612864	0.010201699	0.030967562	0.041977031	0.049201755	0.050118697	0.062549418	0.090647289	0.287985069	0.155592218	0.20782737
0.008056548	0.002608192	0.014718402	0.008284274	0.021231957	0.051393102	0.084363208	0.107789046	0.088839605	0.101482582	0.129041439	0.212030949	0.452349396
0.009096054	0.004991713	0.00409719	0.019554811	0.02567029	0.035535964	0.077113695	0.091686051	0.103757888	0.124776548	0.133176717	0.183886098	0.155271946
0.018322752	0.007680206	0.007051657	0.005003472	0.015887083	0.029264262	0.05641441	0.135779064	0.161372046	0.191198879	0.159669346	0.2157072	0.17030714
